word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
akwalung	-	+	3	ng	aau	u		"aparat umocowany na plecach płetwonurka, umożliwiający oddychanie pod wodą"	артефакт
akwamaryn	-	+	4	n	aaay	y		"kamień szlachetny o niebieskawozielonej barwie"	
akwapark	-	+	3	rk	aaa	a		NOT FOUND	
akwaplan	-	+	3	n	aaa	a		"narty wodne"	
akwarobot	+	-	4	t	aaoo	o		NOT FOUND	артефакт
akwawibron	-	+	4	n	aaio	o		"aparat do wykonywania masażu na sucho lub pod wodą"	артефакт
akwedukt	-	+	3	kt	aeu	u		"naziemny wodociąg wraz z podtrzymującą go konstrukcją, doprowadzający wodę z terenów położonych wyżej"	артефакт
akwen	-	+	2	n	ae	e		"obszar wodny lub jego część"	часть предмета
akwilon	-	+	3	n	aio	o		"bóg wiatru północnego"	
akwinit	-	+	3	t	aii	i		NOT FOUND	
alabandyn	-	+	4	n	aaay	y		NOT FOUND	
alabandyt	-	+	4	t	aaay	y		NOT FOUND	
alabaster	-	+	4	r	aaae	e	er	"biały lub delikatnie zabarwiony, lekko przeświecający minerał"	
alabastron	-	+	4	n	aaao	o		"naczynko z alabastru, gliny lub szkła, przeznaczone na wonności, używane w starożytnej Grecji i w starożytnym Egipcie"	
alakant	-	+	3	nt	aaa	a		NOT FOUND	
alaks	-	+	2	ks	aa	a		NOT FOUND	
alarm	-	+	2	rm	aa	a		"sygnał dźwiękowy lub świetlny ostrzegający przed niebezpieczeństwem; też: urządzenie do nadawania takiego sygnału"	артефакт
alarmon	-	+	3	n	aao	o	on	NOT FOUND	
alaskit	-	+	3	t	aai	i		NOT FOUND	
alasz	-	+	2	sz	aa	a		"likier kminkowy"	артефакт
alax	-	+	2	x	aa	a		NOT FOUND	
albedometr	-	+	4	tr	aeoe	e		NOT FOUND	
albertynizm	-	+	4	zm	aeyi	i	izm	NOT FOUND	
albertyzm	-	+	3	zm	aey	y	yzm	"kierunek filozoficzny późnego średniowiecza przeciwstawiający się tomizmowi"	абстрактное понятие
albinizm	-	+	3	zm	aii	i	izm	"brak lub niedobór barwnika w skórze, włosach i tęczówce oka"	
albinos	+	-	3	s	aio	o		"człowiek lub zwierzę mające białą lub bladoróżową skórę, białe owłosienie i czerwonawe źrenice wskutek braku barwnika"	
albit	-	+	2	t	ai	i		"biały minerał, składnik skał magmowych"	
albom	-	+	2	m	ao	o		"biała szata liturgiczna duchownych katolickich, noszona pod ornatem"	артефакт
albucid	-	+	3	d	aui	i		NOT FOUND	
album	-	+	2	m	au	u		"księga z kartami do wklejania fotografii, znaczków pocztowych itp."	артефакт
albumik	-	+	3	k	aui	i	ik	"księga z kartami do wklejania fotografii, znaczków pocztowych itp."	артефакт
albuminat	-	+	4	t	auia	a		NOT FOUND	
albuminoid	-	+	5	d	auioi	i		NOT FOUND	
albuminometr	-	+	5	tr	auioe	e		"przyrząd do określania ilości białek w płynach ustrojowych"	артефакт
aldehyd	-	+	3	d	aey	y		"związek organiczny tworzący kwasy"	
aldoksym	-	+	3	m	aoy	y		NOT FOUND	
aldol	-	+	2	l	ao	o		NOT FOUND	
aldosteron	-	+	4	n	aoeo	o		"hormon kory nadnerczy"	
aldrej	-	+	2	j	ae	e		NOT FOUND	
aleatoryzm	-	+	5	zm	aeaoy	y	yzm	"typ konstrukcji dzieła muzycznego dopuszczający przypadek w trakcie komponowania, a także pewną dowolność w sposobie wykonania"	
alef	+	+	2	f	ae	e		NOT FOUND	
alegat	-	+	3	t	aea	a		NOT FOUND	
alegoryzm	-	+	4	zm	aeoy	y	yzm	"tendencja w literaturze i sztuce uznająca alegorię za najważniejszy środek wypowiedzi"	абстрактное понятие
alekant	-	+	3	nt	aea	a		NOT FOUND	
aleksandryn	-	+	4	n	aeay	y		"wiersz jambiczny 12-zgłoskowy"	
aleksandrynizm	-	+	5	zm	aeayi	i	izm	NOT FOUND	
aleksandryt	-	+	4	t	aeay	y		"przezroczysty kamień szlachetny, o barwie szmaragdowozielonej w świetle dziennym, czerwonej – w sztucznym"	
aleksykalizm	-	+	5	zm	aeyai	i	izm	"zaburzenia w mowie polegające na niemożności właściwego nazywania przedmiotów"	
alembik	-	+	3	k	aei	i		"naczynie używane dawniej do destylacji cieczy"	
alergan	-	+	3	n	aea	a		"lek przeciw alergii"	
alergen	-	+	3	n	aee	e		"czynnik wywołujący alergię"	
alert	-	+	2	rt	ae	e		"stan gotowości do podjęcia akcji zespołowej, zwykle w organizacjach młodzieżowych"	
aleurolit	-	+	5	t	aeuoi	i		NOT FOUND	
aleuron	-	+	4	n	aeuo	o		"substancje zapasowe gromadzące się w cytoplazmie dojrzałych nasion roślin"	
aleuroplast	-	+	5	st	aeuoa	a		NOT FOUND	
aleuryt	-	+	4	t	aeuy	y		"osadowa skała okruchowa"	вещество
alfa-hydroksykwas	-	+	6	s	aayoya	a		NOT FOUND	
alfabet	-	+	3	t	aae	e		"zbiór liter pisma używanego w jakimś języku, ułożonych według określonej kolejności"	
alfabetyzm	-	+	4	zm	aaey	y	yzm	"umiejętność rozumienia czytanego tekstu i przetwarzania informacji w zakresie pisania, czytania, liczenia"	
alfametylonaftalen	-	+	8	n	aaeyoaae	e		NOT FOUND	
alfatron	-	+	3	n	aao	o		"lampa elektronowa ze źródłem promieniowania alfa, służąca do mierzenia bardzo niskich ciśnień gazu"	артефакт
alfenid	-	+	3	d	aei	i		NOT FOUND	
alfer	-	+	2	r	ae	e	er	"stop aluminium i żelaza"	
algesireceptor	+	-	6	r	aeieeo	o		NOT FOUND	
algezymetr	-	+	4	tr	aeye	e		"przyrząd do mierzenia siły bodźca wywołującego wrażenie bólu"	артефакт
alginian	-	+	4	n	aiia	a		"sól kwasu alginowego, wykorzystywana m.in. do produkcji galaretek"	
algol	-	+	2	l	ao	o		"jeden z pierwszych języków programowania"	
algonk	-	+	2	nk	ao	o		NOT FOUND	
algonkin	-	-	3	n	aoi	i	in	NOT FOUND	
algorytm	-	+	3	tm	aoy	y		"ściśle określony ciąg czynności, których wykonanie prowadzi do rozwiązania jakiegoś zadania"	
alians	-	+	3	ns	aia	a		"sojusz między państwami, stronnictwami lub organizacjami"	
alias	-	+	3	s	aia	a		"inaczej (zwany), np. Janina Pietrzak alias Anna Piotrowska"	
aliasing	-	+	4	ng	aiai	i	ing	NOT FOUND	
aliaż	-	+	3	ż	aia	a		"połączenie różnorodnych pojęć, właściwości, stylów itp."	
alibizm	-	+	3	zm	aii	i	izm	"szukanie usprawiedliwienia dla siebie"	
alikant	-	+	3	nt	aia	a		NOT FOUND	
alikwot	-	+	3	t	aio	o		"ton składowy dźwięku decydujący o jego barwie"	
alit	-	+	2	t	ai	i		"skała osadowa"	вещество
alizarol	-	+	4	l	aiao	o		NOT FOUND	
alkahest	-	+	3	st	aae	e		"alchemiczny środek mający moc uniwersalnego rozpuszczalnika"	
alkalifil	+	+	4	l	aaii	i		"organizm, który w wodach lub glebach zasadowych znajduje najlepsze warunki rozwoju"	
alkalimetr	+	-	4	tr	aaie	e		NOT FOUND	
alkaloid	-	+	4	d	aaoi	i		"związek organiczny występujący w roślinach, działający trująco na układ nerwowy człowieka"	
alkan	-	+	2	n	aa	a		"związek organiczny, występujący w gazie ziemnym, ropie naftowej"	
alkant	-	+	2	nt	aa	a		NOT FOUND	
alkapton	-	+	3	n	aao	o		NOT FOUND	
alkatron	-	+	3	n	aao	o		NOT FOUND	
alkazar	-	+	3	r	aaa	a		"w Hiszpanii: warowny pałac mauretański"	
alken	-	+	2	n	ae	e		"nienasycony węglowodór o cząsteczkach zawierających jedno podwójne wiązanie między atomami węgla"	
alkermes	-	+	3	s	aee	e		"roślina o owocach zawierających ciemnoczerwony sok"	растение
alkidal	-	+	3	l	aia	a		"żywica używana do wyrobu farb, emalii, lakierów i klejów"	
alkiermas	-	+	4	s	aiea	a		NOT FOUND	
alkiermes	-	+	4	s	aiee	e		"roślina o owocach zawierających ciemnoczerwony sok"	растение
alkierz	+	-	3	rz	aie	e		"wysunięta narożna część budynku, kryta osobnym dachem"	часть предмета
alkierzyk	+	-	4	k	aiey	y	yk	"wysunięta narożna część budynku, kryta osobnym dachem"	часть предмета
alkil	-	+	2	l	ai	i		"jednowartościowa grupa organiczna, np. metyl, etyl"	
alkiloarylosulfonian	-	+	10	n	aioayouoia	a		NOT FOUND	
alkilosiarczan	-	+	6	n	aioiaa	a		NOT FOUND	
alkilosulfonian	-	+	7	n	aiouoia	a		NOT FOUND	
alkin	-	+	2	n	ai	i		"związek organiczny, np. acetylen"	
alkohol	-	+	3	l	aoo	o		"napój o właściwościach odurzających"	
alkoholan	-	+	4	n	aooa	a	an	"związek o charakterze soli"	
alkoholizm	-	+	4	zm	aooi	i	izm	"nałóg picia alkoholu"	
alkoholometr	-	+	5	tr	aoooe	e		"przyrząd do pomiaru procentowej zawartości alkoholu etylowego w roztworach wodnych"	артефакт
alkoholomierz	+	-	6	rz	aoooie	e		"przyrząd do pomiaru procentowej zawartości alkoholu etylowego w roztworach wodnych"	артефакт
alkomat	-	+	3	t	aoa	a		"przyrząd do badania zawartości alkoholu w organizmie na podstawie wydmuchiwanego z płuc powietrza"	артефакт
alkometr	-	+	3	tr	aoe	e		NOT FOUND	
alkotest	-	+	3	st	aoe	e		"przyrząd do badania zawartości alkoholu w organizmie na podstawie wydmuchiwanego z płuc powietrza"	артефакт
allanit	-	+	3	t	aai	i		NOT FOUND	
allantoamnion	-	+	6	n	aaoaio	o		NOT FOUND	
allantochorion	-	+	6	n	aaooio	o		NOT FOUND	
allel	-	+	2	l	ae	e		"jedna z form tego samego genu, zajmująca to samo miejsce w chromosomach, ale wywołująca odmienne wykształcenie się tej samej cechy"	
allelomorf	-	+	4	rf	aeoo	o		"jedna z form tego samego genu, zajmująca to samo miejsce w chromosomach, ale wywołująca odmienne wykształcenie się tej samej cechy"	
allen	-	+	2	n	ae	e		NOT FOUND	
allil	-	+	2	l	ai	i		NOT FOUND	
alloantygen	-	+	5	n	aoaye	e		NOT FOUND	
allobar	-	+	3	r	aoa	a		NOT FOUND	
allobarbital	-	+	5	l	aoaia	a		NOT FOUND	
allochromatyzm	-	+	5	zm	aooay	y	yzm	"występowanie różnych barw w tym samym minerale"	
allochton	+	+	3	n	aoo	o		"człowiek nienależący do rdzennej ludności danego obszaru"	
allofan	-	+	3	n	aoa	a		"mieszanina różnych minerałów ilastych"	
allofon	-	+	3	n	aoo	o		"głoska różniąca się od innej głoski tylko cechą fonetyczną, a nie funkcją"	
allograf	-	+	3	f	aoa	a		"wariant graficzny litery"	
allomorf	-	+	3	rf	aoo	o		"wariant morfemu"	
allonim	-	+	3	m	aoi	i		"pseudonim będący nazwiskiem innej osoby"	
alloploid	-	+	4	d	aooi	i		NOT FOUND	
allopoliploid	-	+	6	d	aooioi	i		NOT FOUND	
allosom	-	+	3	m	aoo	o		"chromosom decydujący o płci"	
allotyp	-	+	3	p	aoy	y		NOT FOUND	
almanach	-	+	3	ch	aaa	a		"publikacja zawierająca artykuły z określonej dziedziny nauki lub sztuki"	артефакт
almanak	-	+	3	k	aaa	a		NOT FOUND	
almandyn	-	+	3	n	aay	y		"kamień półszlachetny barwy czerwonej lub brunatnej"	
almaryn	-	+	3	n	aay	y		NOT FOUND	
almemar	+	-	3	r	aea	a		NOT FOUND	
almemor	+	-	3	r	aeo	o		NOT FOUND	
almukantar	+	-	4	r	auaa	a		"okrąg na sklepieniu niebieskim równoległy do horyzontu"	
almukantarat	-	+	5	t	auaaa	a	at	"okrąg na sklepieniu niebieskim równoległy do horyzontu"	
alocentryzm	-	+	4	zm	aoey	y	yzm	NOT FOUND	
alochromatyzm	-	+	5	zm	aooay	y	yzm	"występowanie różnych barw w tym samym minerale"	
alochton	+	+	3	n	aoo	o		"człowiek nienależący do rdzennej ludności danego obszaru"	
alod	-	+	2	d	ao	o		NOT FOUND	
aloes	-	+	3	s	aoe	e		"roślina o mięsistych liściach zakończonych kolcami"	растение
alofan	-	+	3	n	aoa	a		"mieszanina różnych minerałów ilastych"	
alofon	-	+	3	n	aoo	o		"głoska różniąca się od innej głoski tylko cechą fonetyczną, a nie funkcją"	
alogizm	-	+	3	zm	aoi	i	izm	"brak logiki w czymś"	
alograf	-	+	3	f	aoa	a		"wariant graficzny litery"	
aloksyt	-	+	3	t	aoy	y		NOT FOUND	
alomorf	-	+	3	rf	aoo	o		"wariant morfemu"	
alonim	-	+	3	m	aoi	i		"pseudonim będący nazwiskiem innej osoby"	
alonż	-	+	2	nż	ao	o		"pasek papieru doklejany do weksla lub czeku dla dodatkowych adnotacji"	артефакт
aloploid	-	+	4	d	aooi	i		NOT FOUND	
alosom	-	+	3	m	aoo	o		"chromosom decydujący o płci"	
alotransplant	-	+	4	nt	aoaa	a		NOT FOUND	
alpaks	-	+	2	ks	aa	a		NOT FOUND	
alpenhorn	-	+	3	rn	aeo	o		NOT FOUND	
alperm	-	+	2	rm	ae	e		NOT FOUND	
alpinizm	-	+	3	zm	aii	i	izm	"sport wyczynowy lub turystyka wysokogórska polegające na zdobywaniu szczytów górskich dzięki opanowaniu techniki wspinaczkowej i przy użyciu specjalnego sprzętu"	
alsifer	-	+	3	r	aie	e	er	NOT FOUND	
alszbant	-	+	2	nt	aa	a		NOT FOUND	
alsztuk	-	+	2	k	au	u		NOT FOUND	
alt	-	+	1	lt	a	a		"niski głos kobiecy lub chłopięcy; też: osoba śpiewająca takim głosem"	
altazymut	-	+	4	t	aayu	u		"dawny przyrząd do pomiaru wysokości azymutów ciał niebieskich"	артефакт
altembas	-	+	3	s	aea	a		"tkanina jedwabna przetykana złotą nicią"	артефакт
alterglobalizm	-	+	5	zm	aeoai	i	izm	NOT FOUND	
alternant	-	+	3	nt	aea	a		"człon wyrazu, w którym zachodzi alternacja"	
alternat	-	+	3	t	aea	a		"w dyplomacji: określona kolejność przy podpisywaniu traktatów przez dyplomatów jednakowej rangi lub wymienianiu układających się stron; też: wymienność barw i pieczęci w umowach układających się państw"	
alternator	+	-	4	r	aeao	o		"prądnica prądu zmiennego"	
alterocentryzm	-	+	5	zm	aeoey	y	yzm	"altruizm"	
altimetr	+	+	3	tr	aie	e		"urządzenie do pomiaru odległości stosowane w altimetrii"	артефакт
altocumulus	+	-	5	s	aouuu	u		"chmura w postaci ławicy białych lub szarych płatów, niedająca opadów"	
altostratus	+	-	4	s	aoau	u		"szara warstwa chmur dająca opady deszczu lub śniegu"	
altruizm	-	+	3	zm	aui	i	izm	"kierowanie się w swym postępowaniu dobrem innych, gotowość do poświęceń"	
altymetr	-	+	3	tr	aye	e	ymetr	"urządzenie do pomiaru odległości stosowane w altimetrii"	артефакт
aludel	-	+	3	l	aue	e		"gliniany garnuszek w kształcie gruszki, otwarty z dwu stron, używany dawniej w laboratoriach chemicznych"	артефакт
aludur	-	+	3	r	auu	u		NOT FOUND	
alumatol	-	+	4	l	auao	o		NOT FOUND	
alumel	-	+	3	l	aue	e		"stop, z którego wyrabia się elementy używane do pracy w wysokich temperaturach"	
alumian	-	+	4	n	auia	a		NOT FOUND	
alumnat	-	+	3	t	aua	a		"dom mieszkalny dla uczniów seminarium duchownego"	
alumożel	-	+	4	l	auoe	e		NOT FOUND	
alund	-	+	2	nd	au	u		NOT FOUND	
alusal	-	+	3	l	aua	a		NOT FOUND	
aluzjonizm	-	+	4	zm	auoi	i	izm	NOT FOUND	
alvit	-	+	2	t	ai	i		NOT FOUND	
alwar	+	-	2	r	aa	a		"podręcznik gramatyki łacińskiej używany w szkołach jezuickich dawnej Europy"	
alweograf	-	+	4	f	aeoa	a		NOT FOUND	
amalgam	-	+	3	m	aaa	a		"stop metalu z rtęcią"	
amalgamat	-	+	4	t	aaaa	a	at	"stop metalu z rtęcią"	
aman	-	+	2	n	aa	a		NOT FOUND	
amarant	-	+	3	nt	aaa	a		"kolor różowoczerwony z odcieniem fioletowym"	
amarantus	+	-	4	s	aaau	u	us	NOT FOUND	
amarylek	+	-	4	k	aaye	e	ek	"roślina ozdobna o lejkowatych, różowoczerwonych kwiatach, zebranych po kilka na szczycie łodygi"	растение
amarylis	-	+	4	s	aayi	i		"roślina ozdobna o lejkowatych, różowoczerwonych kwiatach, zebranych po kilka na szczycie łodygi"	растение
amarylkowiec	+	-	6	c	aayoie	e	iec	NOT FOUND	
amatol	-	+	3	l	aao	o		"kruszący materiał wybuchowy"	материал
amazonit	-	+	4	t	aaoi	i		"zielony kamień ozdobny"	
ambalaż	-	+	3	ż	aaa	a		"opakowanie; też: koszty opakowania"	артефакт
ambaras	-	+	3	s	aaa	a		"kłopot sprawiany przez jakąś osobę lub rzecz albo trudna, przykra sytuacja"	
ambient	-	+	3	nt	aie	e		"styl w muzyce elektronicznej"	
ambiseksualizm	-	+	6	zm	aieuai	i	izm	"zachowania płciowe mieszczące się między typowymi zachowaniami kobiecymi a typowymi zachowaniami męskimi"	
ambit	-	+	2	t	ai	i		"wąskie przejście wokół prezbiterium"	
ambitus	-	-	3	s	aiu	u	us	"rozpiętość między najniższym a najwyższym dźwiękiem melodii"	
ambligonit	-	+	4	t	aioi	i		NOT FOUND	
amboceptor	+	-	4	r	aoeo	o		NOT FOUND	
ambrowiec	+	-	4	c	aoie	e	iec	"drzewo dostarczające balsamów i olejków eterycznych"	растение
ambulakr	-	+	3	kr	aua	a		NOT FOUND	
ambulans	-	+	3	ns	aua	a		"samochód ze specjalnym wyposażeniem przeznaczony do przewożenia chorych"	артефакт
amebocyt	-	+	4	t	aeoy	y		"komórka bezkręgowców zdolna do pełzakowatych ruchów"	артефакт
ameloblast	-	+	4	st	aeoa	a		NOT FOUND	
amen	-	-	2	n	ae	e		"wyraz używany na zakończenie modlitwy lub przysięgi"	
amensalizm	-	+	4	zm	aeai	i	izm	NOT FOUND	
ameryk	-	+	3	k	aey	y		"promieniotwórczy pierwiastek chemiczny otrzymywany sztucznie"	
amerykan	+	-	4	n	aeya	a	an	"dawny resorowany czterokołowy pojazd konny z odkrytym nadwoziem"	
amerykanizm	-	+	5	zm	aeyai	i	anizm	"zespół cech charakterystycznych dla społeczeństwa i kultury Stanów Zjednoczonych"	
ametabolizm	-	+	5	zm	aeaoi	i	izm	"rozwój prosty, bez kolejnych stadiów i przekształceń"	
ametyst	-	+	3	st	aey	y		"przezroczysty kamień półszlachetny o zabarwieniu fioletowym"	
amfibiont	+	-	4	nt	aiio	o		NOT FOUND	
amfibol	-	+	3	l	aio	o		"minerał skałotwórczy"	
amfibolit	-	+	4	t	aioi	i	it	"skała używana do budowy dróg"	вещество
amfibrach	+	+	3	ch	aia	a		"rodzaj stopy wierszowej"	
amfid	-	+	2	d	ai	i		NOT FOUND	
amfidiploid	-	+	5	d	aiioi	i		NOT FOUND	
amfijon	-	+	3	n	aio	o		"jon obdarzony zarówno ładunkiem dodatnim, jak i ujemnym"	
amfimacer	+	+	4	r	aiae	e	er	"rodzaj stopy wierszowej"	
amfimakr	+	+	3	kr	aia	a		"rodzaj stopy wierszowej"	
amfiploid	-	+	4	d	aioi	i		NOT FOUND	
amfiprostylos	+	-	5	s	aioyo	o		NOT FOUND	
amfiteatr	-	+	4	tr	aiea	a		"w teatrze, cyrku, sali koncertowej itp.: część widowni wznosząca się koliście lub półkoliście ku górze"	часть предмета
amfitrofizm	-	+	4	zm	aioi	i	izm	NOT FOUND	
amfolit	-	+	3	t	aoi	i		"związek o cząsteczkach zawierających zarówno grupy kwasowe, jak i zasadowe"	
amiant	-	+	3	nt	aia	a		"odmiana aktynolitu"	
amid	-	+	2	d	ai	i		"substancja krystaliczna używana do produkcji leków i włókien sztucznych"	вещество
amidek	-	+	3	k	aie	e	ek	NOT FOUND	
amidol	-	+	3	l	aio	o	ol	"substancja krystaliczna nierozpuszczalna w wodzie"	вещество
amidyzm	-	+	3	zm	aiy	y	yzm	"forma buddyzmu japońskiego, którego podstawą jest kult Amidy"	
amikron	-	+	3	n	aio	o		NOT FOUND	
aminek	+	-	3	k	aie	e	ek	NOT FOUND	
aminoalkohol	-	+	6	l	aioaoo	o		NOT FOUND	
aminobenzen	-	+	5	n	aioee	e		NOT FOUND	
aminocukier	-	+	6	r	aiouie	e	er	NOT FOUND	
aminofenazon	-	+	6	n	aioeao	o		NOT FOUND	
aminofenol	-	+	5	l	aioeo	o		"substancja krystaliczna o właściwościach redukcyjnych"	вещество
aminofosfonian	-	+	7	n	aioooia	a		NOT FOUND	
aminokwas	-	+	4	s	aioa	a		"związek organiczny będący materiałem budulcowym wszystkich białek"	
aminoplast	-	+	4	st	aioa	a		"termoutwardzalne tworzywo sztuczne"	
aminosacharyd	-	+	6	d	aioaay	y		"pochodna cukrów zawierająca grupę aminową"	
aminotoluen	-	+	6	n	aiooue	e		NOT FOUND	
amnioblast	-	+	4	st	aioa	a		NOT FOUND	
amnion	-	+	3	n	aio	o		"wewnętrzny płat błony otaczającej płód u kręgowców"	
amofos	-	+	3	s	aoo	o		NOT FOUND	
amok	-	+	2	k	ao	o		"stan silnego podniecenia, euforii lub agresji"	
amol	-	+	2	l	ao	o		NOT FOUND	
amomek	+	-	3	k	aoe	e	ek	NOT FOUND	
amon	-	+	2	n	ao	o		"tebańskie bóstwo powietrza i urodzaju"	
amonal	-	+	3	l	aoa	a	al	"kruszący materiał wybuchowy stosowany w minach morskich i bombach głębinowych"	материал
amoniak	-	+	4	k	aoia	a	iak	"bezbarwny gaz o ostrym zapachu"	вещество
amoniakat	-	+	5	t	aoiaa	a		"produkt przyłączania cząsteczek amoniaku do cząsteczek związków chemicznych o charakterze soli"	
amonian	-	+	4	n	aoia	a	ian	NOT FOUND	
amonit	-	+	3	t	aoi	i	it	"materiał wybuchowy kruszący"	материал
amoralizm	-	+	4	zm	aoai	i	izm	"pogląd etyczny odrzucający możliwość oceny czynów z punktu widzenia kryteriów moralnych"	
amorfizm	-	+	3	zm	aoi	i	izm	"brak uporządkowanej budowy"	
amortyzator	+	-	5	r	aoyao	o		"urządzenie do łagodzenia wstrząsów i tłumienia drgań w pojazdach, maszynach itp."	артефакт
ampeks	-	+	2	ks	ae	e		NOT FOUND	
amper	+	-	2	r	ae	e	er	"jednostka natężenia prądu elektrycznego"	единица измерения
amperaż	-	+	3	ż	aea	a	aż	NOT FOUND	
amperometr	-	+	4	tr	aeoe	e		"przyrząd do pomiaru natężenia prądu w obwodzie elektrycznym"	артефакт
amperomierz	+	-	5	rz	aeoie	e		"przyrząd do pomiaru natężenia prądu w obwodzie elektrycznym"	артефакт
amperowoltomierz	+	-	7	rz	aeoooie	e		NOT FOUND	
amperozwój	-	+	4	j	aeoó	ó		NOT FOUND	
ampersand	-	+	3	nd	aea	a		"nazwa znaku &amp;"	
ampex	-	+	2	x	ae	e		NOT FOUND	
amplatzer	+	-	3	r	aae	e	er	NOT FOUND	
ampleksus	-	+	3	s	aeu	u		NOT FOUND	
amplifikator	+	-	5	r	aiiao	o		"wzmacniacz elektryczny"	
amplistat	-	+	3	t	aia	a		NOT FOUND	
amplituner	+	-	4	r	aiue	e	er	"wmacniacz i odtwarzacz radiowy w jednej obudowie"	
amulet	-	+	3	t	aue	e		"przedmiot, któremu przypisuje się magiczną moc"	артефакт
amylen	-	+	3	n	aye	e		NOT FOUND	
amylograf	-	+	4	f	ayoa	a		NOT FOUND	
amyloid	-	+	4	d	ayoi	i		"substancja białkowa o charakterze patologicznym"	вещество
amyloplast	-	+	4	st	ayoa	a		"leukoplast wypełniony skrobią"	
anabaptyzm	-	+	4	zm	aaay	y	yzm	"doktryna anabaptystów"	абстрактное понятие
anabolik	-	+	4	k	aaoi	i		"lek wzmagający syntezę białek i ich odkładanie w narządach ciała, stosowany nielegalnie jako środek dopingujący"	
anabolizm	-	+	4	zm	aaoi	i	izm	"procesy budowy składników ustrojowych w przemianie materii, zachodzące w organizmie żywym"	
anachoretyzm	-	+	5	zm	aaoey	y	yzm	"człowiek świątobliwy, żyjący w odosobnieniu, praktykujący ascezę"	
anachronizm	-	+	4	zm	aaoi	i	izm	"to, co jest niezgodne z duchem czasu lub ze stanem wiedzy"	
anafilaktogen	-	+	6	n	aaiaoe	e		"antygen wywołujący anafilaksję"	
anafrodyzjak	+	+	5	k	aaoya	a		NOT FOUND	
anaglif	-	+	3	f	aai	i		"dwa wydrukowane w różnych barwach i przesunięte względem siebie obrazy jednego przedmiotu, dające wrażenie trójwymiarowości przy oglądaniu przez odpowiednie okulary"	
anagnoryzm	-	+	4	zm	aaoy	y	yzm	"motyw rozpoznania tajemniczej osoby lub ujawnienia pokrewieństwa między bohaterami, stosowany w komedii i powieści sensacyjnej"	
anagram	-	+	3	m	aaa	a		"wyraz utworzony przez przestawienie liter lub sylab innego wyrazu"	
anagramat	-	+	4	t	aaaa	a	at	NOT FOUND	
anagramator	+	-	5	r	aaaao	o	ator	NOT FOUND	
anakolut	-	+	4	t	aaou	u		"zniekształcenie konstrukcji składniowej powodujące zanik więzi między członami zdania"	
anakreontyk	+	-	5	k	aaeoy	y		"pogodny utwór poetycki o tematyce miłosnej lub biesiadnej"	
analcym	-	+	3	m	aay	y		"minerał skałotwórczy, bezbarwny lub biały, różowawy"	
analeptyk	-	+	4	k	aaey	y		"lek pobudzający ośrodkowy układ nerwowy"	
analfabetyzm	-	+	5	zm	aaaey	y	yzm	"brak umiejętności czytania i pisania u osób dorosłych"	
